17,11,14,5,3,4,86,70,80,22.19,15.88,19.18,113.89522,112.48594,112.10762,14.01,13.84,13.25,14.46,14.28,14.23,126.0,126.0,121.0
17,11,15,5,3,5,89,70,71,25.46,15.88,18.30,112.35955,112.48594,112.10762,13.83,13.84,13.25,14.26,14.28,14.23,126.0,126.0,121.0
225,16,13,5,3,4,524,86,67,175.40,26.96,17.65,91.40768,113.63636,113.63636,11.25,13.98,13.43,11.60,14.43,14.43,126.0,126.0,121.0
18,12,13,5,3,4,89,63,68,25.23,17.59,16.72,113.89522,112.86682,113.25028,14.01,13.89,13.38,14.46,14.33,14.38,126.0,126.0,121.0
16,12,18,5,3,4,81,63,92,21.68,18.64,25.01,111.98208,114.54754,113.37868,13.78,14.09,13.40,14.22,14.54,14.39,126.0,126.0,121.0
6,4,6,5,3,4,13,16,16,1.42,1.94,2.46,100.30090,99.40358,100.50251,12.34,12.23,11.88,12.64,12.52,12.66,126.0,126.0,121.0
6,4,5,5,3,4,22,16,11,2.35,1.94,1.24,100.50251,99.40358,100.00000,12.37,12.23,11.82,12.66,12.52,12.60,126.0,126.0,121.0
7,4,12,5,3,4,15,13,96,2.16,1.68,19.13,100.40161,100.60362,99.90010,12.35,12.38,11.80,12.65,12.67,12.59,126.0,126.0,121.0
6,4,5,5,3,4,16,14,16,1.93,1.59,1.95,100.50251,100.70493,99.70090,12.37,12.39,11.78,12.66,12.69,12.56,126.0,126.0,121.0
6,4,6,5,4,4,11,13,17,1.22,1.28,2.90,100.50251,100.60362,100.10010,12.37,12.38,11.83,12.66,12.67,12.61,126.0,126.0,121.0
6,4,8,5,4,6,16,11,22,1.68,1.42,2.64,100.60362,100.60362,100.30090,12.38,12.38,11.85,14.83,14.83,14.78,126.0,126.0,121.0
6,4,8,5,4,6,17,11,17,1.65,1.42,2.02,100.50251,100.60362,100.30090,12.37,12.38,11.85,14.81,14.83,14.78,126.0,126.0,121.0
6,5,7,5,3,6,14,15,19,1.30,2.19,2.45,100.40161,100.60362,100.20040,12.35,12.38,11.84,14.80,14.83,14.77,126.0,126.0,121.0
6,4,7,5,3,6,15,11,16,1.34,1.32,1.87,100.50251,100.70493,100.40161,12.37,12.39,11.86,14.81,14.84,14.80,126.0,126.0,121.0
6,4,7,5,3,6,16,9,17,1.98,1.21,2.04,100.50251,100.60362,100.50251,12.37,12.38,11.88,14.81,14.83,14.81,126.0,126.0,121.0
4,3,4,4,3,4,11,13,11,1.16,1.46,1.08,100.30090,100.70493,100.60362,26.05,26.26,25.64,12.34,12.39,12.38,266.0,267.0,261.0
4,3,4,4,3,4,11,13,13,0.92,1.46,1.30,100.60362,100.70493,100.50251,26.13,26.26,25.62,12.38,12.39,12.37,266.0,267.0,261.0
4,3,4,4,3,3,12,11,10,1.25,0.98,1.05,100.60362,100.70493,100.70493,26.13,26.26,25.67,12.38,12.39,12.39,266.0,267.0,261.0
4,3,4,4,2,3,9,15,12,0.90,1.63,1.73,100.70493,100.70493,100.60362,26.16,26.26,25.64,12.39,12.39,12.38,266.0,267.0,261.0
4,10,4,4,3,3,9,81,14,0.88,16.61,1.40,100.60362,100.70493,100.60362,26.13,26.26,25.64,12.38,12.39,12.38,266.0,267.0,261.0
20,6,8,11,5,5,45,14,50,8.08,1.22,6.84,99.00990,100.30090,100.00000,1035.16,1029.26,888.38,12.28,12.44,12.40,10706.0,10508.0,9097.0
82,6,7,12,5,5,220,14,28,59.17,1.22,3.37,89.60573,100.30090,100.30090,936.83,1029.26,891.05,11.11,12.44,12.44,10706.0,10508.0,9097.0
48,6,8,15,5,5,147,17,17,27.06,1.81,2.90,96.06148,100.40161,100.40161,1004.33,1030.29,891.95,11.91,12.45,12.45,10706.0,10508.0,9097.0
33,6,6,15,5,5,74,17,16,10.83,1.93,2.10,99.60159,100.40161,100.40161,1041.34,1030.29,891.95,12.35,12.45,12.45,10706.0,10508.0,9097.0
114,12,6,14,5,5,444,217,23,112.14,35.90,2.73,81.49959,100.50251,100.50251,852.08,1031.33,892.84,10.11,12.46,12.46,10706.0,10508.0,9097.0
554,21,5,32,7,4,1153,72,13,296.25,15.08,1.54,55.06608,99.20635,100.50251,590.40,1073.44,995.80,6.61,11.92,12.07,10979.0,11080.0,10146.0
575,21,150,47,7,5,1138,72,647,300.29,15.08,229.28,54.11255,99.20635,63.41154,580.18,1073.44,628.29,6.50,11.92,7.62,10979.0,11080.0,10146.0
622,12,7,35,7,4,1377,34,47,369.97,6.68,7.32,47.70992,99.80040,100.50251,511.53,1079.87,995.80,5.73,11.99,12.07,10979.0,11080.0,10146.0
610,90,6,32,7,4,1223,416,31,330.03,78.92,3.51,52.21932,94.60738,100.30090,559.88,1023.68,993.80,6.27,11.36,12.05,10979.0,11080.0,10146.0
691,11,6,44,7,4,1431,32,17,352.18,6.03,2.36,50.55612,100.10010,100.30090,542.05,1083.11,993.80,6.07,12.02,12.05,10979.0,11080.0,10146.0
