720,776,795,789,55,66,59,45,1042,1064,1125,1104,277.57,263.55,260.63,292.07,57.80347,54.58515,55.46312,56.88282,5.59,5.28,5.36,2.11,7.45,7.04,7.15,7.33,99.0,99.0,99.0,38.0
761,699,745,794,42,43,45,81,1060,1008,1128,1142,269.99,282.52,294.37,269.92,57.73672,59.59476,56.88282,55.92841,5.58,5.76,5.50,2.08,7.44,7.68,7.33,7.21,99.0,99.0,99.0,38.0
694,657,782,957,39,50,54,71,1022,982,1104,1336,269.88,261.79,262.75,351.42,59.73716,61.16208,56.72150,50.55612,5.78,5.91,5.48,1.88,7.70,7.88,7.31,6.52,99.0,99.0,99.0,38.0
633,695,866,657,45,68,72,52,979,998,1142,1033,248.92,230.18,261.94,254.84,62.15040,59.48840,56.91520,57.97101,6.01,5.75,5.50,2.15,8.01,7.67,7.34,7.47,99.0,99.0,99.0,38.0
737,587,784,741,44,42,58,101,1010,890,1096,1062,232.98,248.53,276.46,254.37,58.92752,66.09385,55.89715,55.18764,5.70,6.39,5.40,2.05,7.60,8.52,7.21,7.11,99.0,99.0,99.0,38.0
709,551,723,782,58,66,66,52,1023,797,1010,1132,243.13,193.23,229.99,285.17,58.13953,63.97953,57.07763,54.49591,5.62,6.19,5.52,2.02,7.44,8.18,7.30,6.97,99.0,99.0,99.0,38.0
691,726,779,737,42,60,45,42,991,1040,1074,1045,275.63,261.96,272.54,266.26,60.49607,59.91612,55.83473,56.02241,5.85,5.79,5.40,2.08,7.74,7.67,7.14,7.17,99.0,99.0,99.0,38.0
821,701,789,825,44,39,46,51,1127,1034,1156,1202,261.75,255.81,273.10,279.69,56.21135,60.79027,55.52471,54.02485,5.43,5.88,5.37,2.00,7.19,7.78,7.10,6.91,99.0,99.0,99.0,38.0
619,599,746,672,46,42,44,43,952,930,1088,998,255.02,237.71,288.88,242.18,61.53846,63.73486,56.43341,58.68545,5.95,6.16,5.46,2.18,7.87,8.15,7.22,7.51,99.0,99.0,99.0,38.0
730,676,727,894,42,39,45,68,1083,977,1051,1550,272.73,260.91,273.87,395.58,58.17336,59.91612,56.88282,40.58442,5.62,5.79,5.50,1.51,7.44,7.67,7.28,5.19,99.0,99.0,99.0,38.0
861,670,800,1164,49,58,82,45,1186,984,1125,1610,332.82,253.60,276.66,431.30,52.30126,58.61665,55.46312,44.09171,5.06,5.67,5.36,1.64,7.81,8.75,8.28,6.58,99.0,99.0,99.0,38.0
757,705,714,880,44,59,42,53,1136,1022,1040,1168,290.78,284.09,260.29,266.84,58.34306,60.64281,56.72150,53.24814,5.64,5.86,5.48,1.98,8.71,9.06,8.47,7.95,99.0,99.0,99.0,38.0
693,601,778,827,43,43,82,52,1096,893,1139,1154,288.02,230.45,291.87,277.50,58.75441,62.26650,53.96654,53.41880,5.68,6.02,5.22,1.98,8.77,9.30,8.06,7.98,99.0,99.0,99.0,38.0
680,626,871,968,41,42,109,42,977,976,1145,1337,247.29,260.66,233.27,343.36,60.90134,59.55926,53.85030,48.73294,5.89,5.76,5.21,1.81,9.09,8.89,8.04,7.28,99.0,99.0,99.0,38.0
689,757,722,755,41,82,65,62,1023,1031,997,1095,269.85,203.34,245.82,273.18,59.38242,60.71645,58.89282,56.49718,5.74,5.87,5.69,2.10,8.87,9.07,8.79,8.44,99.0,99.0,99.0,38.0
890,486,658,722,49,32,39,53,1210,721,972,1106,311.92,185.18,252.53,298.69,54.91488,67.20430,56.98006,55.64830,12.82,15.75,13.30,9.67,6.86,8.40,7.12,6.96,239.0,240.0,239.0,178.0
658,530,654,719,45,43,43,37,969,886,1003,1063,270.40,241.18,245.40,285.63,60.93845,66.00660,59.66587,55.86592,14.22,15.47,13.93,9.71,7.62,8.25,7.46,6.98,239.0,240.0,239.0,178.0
597,602,632,604,34,47,40,46,951,909,886,921,262.20,220.97,234.63,234.61,61.53846,63.13131,62.11180,59.91612,14.36,14.80,14.50,10.42,7.69,7.89,7.76,7.49,239.0,240.0,239.0,178.0
660,510,573,671,40,38,48,46,1041,860,813,971,279.90,217.64,206.31,248.20,60.24096,65.01951,63.69427,60.64281,14.06,15.24,14.87,10.54,7.53,8.13,7.96,7.58,239.0,240.0,239.0,178.0
550,555,702,563,66,36,44,42,856,866,995,816,203.43,249.10,247.91,194.40,65.96306,64.93506,58.65103,65.06181,15.40,15.22,13.69,11.31,8.25,8.12,7.33,8.13,239.0,240.0,239.0,178.0
921,722,844,827,76,49,53,68,1416,1116,1301,1233,317.62,277.53,325.31,308.11,48.07692,58.13953,52.60389,53.70569,501.38,595.08,650.36,472.76,6.06,7.32,6.63,6.77,10679.0,10481.0,12660.0,9014.0
789,639,736,734,53,51,53,52,1159,960,1065,1066,300.29,269.06,292.51,269.67,54.97526,60.64281,55.37099,57.01254,573.32,620.70,684.57,501.87,6.93,7.64,6.98,7.18,10679.0,10481.0,12660.0,9014.0
751,630,733,768,52,57,51,42,1097,907,1158,1129,285.48,238.68,290.59,281.96,54.28882,60.97561,55.15720,55.95971,566.16,624.11,681.92,492.60,6.84,7.68,6.95,7.05,10679.0,10481.0,12660.0,9014.0
705,598,728,692,43,45,41,44,1026,879,1071,1037,278.19,217.54,262.44,270.49,56.17978,62.22775,57.04507,59.10165,585.88,636.92,705.26,520.26,7.08,7.84,7.19,7.45,10679.0,10481.0,12660.0,9014.0
716,628,631,721,58,53,41,59,1081,953,945,1013,271.22,219.24,250.59,261.95,56.33803,64.80881,57.90388,55.15720,587.53,663.34,715.88,485.53,7.10,8.16,7.29,6.95,10679.0,10481.0,12660.0,9014.0
887,655,783,918,63,40,45,57,1504,1086,1115,1264,329.91,273.04,269.39,305.27,48.03074,54.40696,54.40696,53.13496,513.70,587.27,581.90,522.17,5.86,6.64,6.64,6.49,10952.0,11053.0,10952.0,10063.0
993,665,749,1004,47,47,45,53,1850,993,1102,1389,430.93,262.80,286.25,280.52,41.85852,58.99705,54.34783,51.28205,447.69,636.81,581.27,503.96,5.11,7.20,6.63,6.26,10952.0,11053.0,10952.0,10063.0
954,585,749,809,48,35,52,45,1590,869,1058,1182,362.85,229.55,273.57,283.84,45.72474,60.16847,54.94505,55.58644,489.04,649.46,587.65,546.26,5.58,7.34,6.71,6.79,10952.0,11053.0,10952.0,10063.0
870,626,719,708,52,49,58,39,1554,962,1068,992,358.30,233.85,268.77,264.25,45.39265,59.66587,55.12679,57.30659,485.49,644.03,589.60,563.16,5.54,7.28,6.73,7.00,10952.0,11053.0,10952.0,10063.0
1153,803,742,726,58,38,63,61,1730,1171,1137,1026,367.79,308.78,265.66,270.35,41.94631,55.80357,55.40166,56.91520,448.63,602.34,592.54,559.31,5.12,6.81,6.76,6.95,10952.0,11053.0,10952.0,10063.0
